Race,DrInMyBase,AllLing,EmBaseLing,EmFrontLing,MyBaseLing,MyFrontLing,OtherLing,Time,AllHat,AllHatCom,AllHatUnCom,EmBaseHat,EmBaseHatCom,EmBaseHatUnCom,EnFrontHat,EnFrontHatCom,EnFrontHatUnCom,NearMeHat,NearMeHatCom,NearMeHatUnCom,EmGas,MyBaseEmGas,EmIsClose,CheckEmBase,HatBefore3M,FrontHatHP
0,0,0,0,0,0,0,0,2880,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,521
0,0,0,0,0,0,0,0,2892,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,529
0,0,0,0,0,0,0,0,2904,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,536
0,0,0,0,0,0,0,0,2916,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,540
0,0,0,0,0,0,0,0,2928,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,543
0,0,0,0,0,0,0,0,2940,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,547
0,0,0,0,0,0,0,0,2952,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,550
0,0,0,0,0,0,0,0,2964,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,558
0,0,0,0,0,0,0,0,2976,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,561
0,0,0,0,0,0,0,0,2988,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,561
0,0,0,0,0,0,0,0,3000,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,560
0,0,0,0,0,0,0,0,3012,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,560
0,0,0,0,0,0,0,0,3024,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,559
0,0,0,0,0,0,0,0,3036,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,551
0,0,0,0,0,0,0,0,3048,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,542
0,0,0,0,0,0,0,0,3060,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,538
0,0,0,0,0,0,0,0,3072,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,529
0,0,0,0,0,0,0,0,3084,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,525
0,0,0,0,0,0,0,0,3096,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,512
0,0,0,0,0,0,0,0,3108,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,496
0,0,0,0,0,0,0,0,3120,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,495
0,0,0,0,0,0,0,0,3132,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,487
0,0,0,0,0,0,0,0,3144,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,470
0,0,0,0,0,0,0,0,3156,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,462
0,0,0,0,0,0,0,0,3168,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,449
